time,open,high,low,close,EMA,MA,RSI
2012-01-25,779.87012,787.68994,775.38989,786.48999,737.6543738,747.4984843,72.30032288
2012-01-26,787.51001,791.08008,779.32007,782.1499,738.0971153,748.8573634,67.56290291
2012-01-27,780.29004,784.06006,779.30005,782.06006,738.5345576,750.1594299,67.46435856
2012-01-30,781.84009,781.84009,772.37988,779.57007,738.9428711,751.3127884,64.64984425
2012-01-31,781.43994,782.78003,775.87988,779.21997,739.3436383,752.4071876,64.24401724
2012-02-01,780.77002,790.90991,780.77002,787.62012,739.8240013,753.7880869,69.23424784
2012-02-02,788.21997,791.09009,786.43994,788.81006,740.3114248,755.1614977,69.87562378
2012-02-03,792.07007,801.19995,792.07007,801.04004,740.9156896,756.9606562,75.52344336
2012-02-06,799.28003,800.59009,796.62012,800.56006,741.5091659,758.6704367,74.92969992
2012-02-07,799.40991,803.11011,795.59009,801.86011,742.1096728,760.3641494,75.49171954
2012-02-08,801.61011,804.62012,798.56006,803.46997,742.720223,762.0545737,76.20313681
2012-02-09,804.27002,805.77002,799.8999,804.51001,743.3350468,763.7194928,76.67421653
2012-02-10,803.82007,803.82007,795.37012,798.23999,743.8813646,765.0732378,67.9421408
2012-02-13,800.87988,805.09009,800.47998,804.29004,744.482446,766.6111516,71.3345039
2012-02-14,802.86011,803.27002,797.69995,803.22998,745.0669985,768.0471841,69.93801565
2012-02-15,804.12988,806.73999,797.62012,799.08008,745.6044421,769.2641604,64.60587586
2012-02-16,798.8999,809.30005,798.3501,808.83008,746.233553,770.8157651,70.32942981
2012-02-17,809.1001,811.83008,808.01001,810.05005,746.868543,772.3543645,70.96217366
2012-02-21,810.87012,813.42993,807.25,809.72998,747.4940299,773.8200749,70.53716231
2012-02-22,808.84009,810.16992,805.52002,806.69995,748.0831436,775.1094818,66.47798426
2012-02-23,806.63989,811.59009,803.53003,811.19995,748.7111715,776.5247943,69.30327073
2012-02-24,811.71997,814.3999,811.03003,812.22998,749.3431994,777.9249976,69.92803504
2012-02-27,809.8999,815.61011,805.03003,813.1001,749.9775964,779.3044134,70.47471379
2012-02-28,813.37988,816.18994,811.87988,814.96997,750.6242867,780.7030627,71.66673491
2012-02-29,815.46997,818.63989,809.56006,810.36011,751.218673,781.8660841,64.72853774
2012-03-01,811.66992,817.30005,811.66992,815.52002,751.8584874,783.1858463,68.41453773
2012-03-02,814.92993,816,809.78003,811.79004,752.4548213,784.3075794,63.26745346
2012-03-05,811.6499,811.6499,805.41992,808.72998,753.0147731,785.2653206,59.32421531
2012-03-06,805.38989,805.38989,793.62012,795.57007,753.4382089,785.6694284,46.03573316
2012-03-07,796.77002,802.87012,796.77002,801.65991,753.9180268,786.2965061,51.45483153
