time,open,high,low,close,EMA,MA,RSI
2016-07-12,10520467712,11092327457,10455661228,10947952051,7732969204,9911415992,56.31726958
2016-07-13,10948952235,11138088350,10629355191,10795971848,7763446842,9946104457,54.18975646
2016-07-14,10795292355,11023536420,10694986770,10864802994,7794306107,9982131851,55.01855077
2016-07-15,10870862515,11081623553,10784147798,10927390354,7825481075,10019200812,55.80157868
2016-07-16,10927962696,11039257890,10789073718,10910103695,7856173837,10054138180,55.51413255
2016-07-17,10934399358,11364552235,10894670148,11201879949,7889464445,10099147661,59.32289256
2016-07-18,11201891475,11253125968,10914100632,11026314920,7920676888,10135507161,56.20467278
2016-07-19,11027343668,11234558517,10914369416,11173030778,7953038618,10176194362,58.18283854
2016-07-20,11175891287,11219033597,10937624442,11006370247,7983420027,10208750279,55.13625856
2016-07-21,11008342537,11063874830,10876173139,10986126629,8013297705,10239235626,54.7611729
2016-07-22,10985794024,11031378853,10602168519,10730979710,8040339317,10258519708,50.13208109
2016-07-23,10737621631,10900383239,10714797354,10867146053,8068466747,10282387408,52.44257847
2016-07-24,10908140528,11066715208,10804315053,11002567637,8097661781,10310629770,54.69096932
2016-07-25,11000416974,11013479341,10742073147,10855127278,8125099249,10331982613,51.81852431
2016-07-26,10859859609,10919184143,10624818721,10730946753,8151028079,10347628266,49.46221936
2016-07-27,10730494266,10881243913,10679014204,10822294886,8177607849,10366242643,51.21943144
2016-07-28,10823446431,10864698182,10757377965,10806092002,8203761920,10383491637,50.88148713
2016-07-29,10808912448,10828201289,10730622370,10777858047,8229374817,10398956987,50.25920112
2016-07-30,10775069688,10816335473,10716751490,10752337274,8254478921,10412815037,49.66789441
2016-07-31,10777810746,10808574040,10212469664,10261898507,8274453245,10406896742,39.94248415
2016-08-01,10262882848,10335915599,9943616232,9968784769,8291312265,10389715880,35.47200582
2016-08-02,9971515505,10172782023,7483444053,8769796756,8296073305,10326189640,23.75823998
2016-08-03,8770952986,9476901965,8610039410,9442563313,8307481166,10291537627,36.44120228
2016-08-04,9446094803,9918813303,9316063522,9615375422,8320495039,10265021462,39.23734287
2016-08-05,9623589380,9636265421,9396100179,9465878095,8331891885,10233682507,37.69250716
2016-08-06,9466958899,9737002890,9397482654,9695250819,8345457646,10212567539,41.49829242
2016-08-07,9720068250,9917304517,9603688421,9808512850,8360015409,10196722257,43.33871551
2016-08-08,9807433293,9896435558,9701651474,9807257575,8374415828,10181449132,43.32244875
2016-08-09,9807376385,9837334273,9587934580,9651290065,8387121045,10160658580,41.25070231
2016-08-10,9649320110,9897355754,9569466956,9771466417,8400895626,10145396142,43.49301065
2016-08-11,9771395197,9832058513,9611133419,9646961785,8413294294,10125849697,41.71656326
2016-08-12,9646172147,9717069469,9558672238,9660217792,8425701493,10107589622,41.98824521
2016-08-13,9661696735,9712383005,9582512192,9665777423,8438040557,10090263654,42.11012624
2016-08-14,9682031741,9714737111,9310522023,9431294334,8447923679,10064421720,38.44175249
2016-08-15,9433406268,9481967001,9217075344,9369918846,8457097760,10037186313,37.52040664
2016-08-16,9371099108,9625586113,9285459698,9513084178,8467605088,10016633288,41.06849655
2016-08-17,9513377766,9596383219,9388771083,9485613450,8477734524,9995808981,40.59215819
2016-08-18,9489515856,9543835311,9436726143,9475979712,8487667312,9975423519,40.41512285
2016-08-19,9477355542,9547353800,9377450897,9469397884,8497435776,9955579377,40.28585016
2016-08-20,9466624426,9586646088,9442370867,9564944177,8508057750,9940260349,43.12966084
2016-08-21,9576632199,9628453200,9551633857,9578797615,8518711878,9926085340,43.54943924
2016-08-22,9579445517,9774994800,9554679867,9701039326,8530476330,9917260006,47.24948837
2016-08-23,9702676287,9726480758,9548191669,9594025677,8541058910,9904584150,44.49969119
2016-08-24,9598093218,9619236668,9508659354,9546615779,8551064451,9890546175,43.29748016
2016-08-25,9548752453,9557651853,9295405986,9467165836,8560179888,9873943024,41.2845862
2016-08-26,9469751870,9544705409,9447136088,9506785446,8569598849,9859544688,42.71480333
2016-08-27,9502557185,9541921640,9316238587,9371728133,8577580235,9840414627,39.20869871
2016-08-28,9386055749,9499114364,9354531102,9473796079,8586497805,9826037429,43.01549135
2016-08-29,9466563527,9610389316,9410290932,9502524184,8595612496,9813350635,44.07696878
2016-08-30,9515345430,9646244407,9458578036,9553999986,8605148690,9803180021,46.01735833
2016-08-31,9555109124,9572951316,9443608406,9550433784,8614554512,9793268404,45.89853968
2016-09-01,9548978763,9562585385,9396942565,9429913885,8622667540,9779019207,41.95584721
2016-09-02,9429539902,9576904303,9400704937,9536731024,8631762699,9769517710,46.35426147
2016-09-03,9531336746,10129180682,9471454990,9916555682,8644546709,9775283905,58.419895
2016-09-04,9946071516,10177652451,8317291550,10076326027,8658793269,9787089478,62.26458828
2016-09-05,10076889030,10133395218,9953851363,10077751333,8672912255,9798487982,62.2980799
2016-09-06,10063193132,10200359513,10013995477,10163737261,8687746335,9812811484,64.35353293
2016-09-07,10167926000,10243958315,10065219816,10201022650,8702803810,9828035451,65.23852279
2016-09-08,10196604171,10419293496,10132973199,10340497177,8719099267,9848131989,68.39907189
2016-09-09,10336671411,10372516661,10196209991,10291237026,8734742429,9865508657,66.11276177
2016-09-10,10291030722,10344658375,10224241437,10310815042,8750424743,9882971653,66.59074139
2016-09-11,10324434470,10437985123,9769799447,10019024695,8763047628,9888307066,54.29811006
2016-09-12,10019363933,10109315762,9963853396,10060780902,8775960397,9895070746,55.5623143
2016-09-13,10047895836,10129847444,9990711218,10057099924,8788708054,9901424831,55.41678473
2016-09-14,10056835694,10115893408,10027845929,10073872632,8801495761,9908187490,55.98252966
2016-09-15,10076012745,10089652145,9968528969,10002139159,8813442462,9911871869,52.89126225
2016-09-16,9998353516,10065014056,9974819191,10022018645,8825468096,9916191351,53.65501845
2016-09-17,10021259024,10050902821,9985634163,10009300814,8837247526,9919842702,53.06232228
2016-09-18,10022820540,10073929614,10002504009,10058178212,8849396090,9925267624,55.11446645
2016-09-19,10058667051,10100548572,10018088459,10065786077,8861499473,9930778152,55.44102489
2016-09-20,10066615803,10088859070,9874376282,9898827913,8871821149,9929525201,47.30693717
2016-09-21,9895403285,9918055573,9761732791,9831988686,8881375054,9925700240,44.49261401
2016-09-22,9835805137,9878672934,9780551999,9834619747,8890860076,9922128456,44.63224771
2016-09-23,9833833380,9959745841,9793253154,9939606372,8901295363,9922813864,50.03363065
2016-09-24,9943011946,10013301118,9882886964,9956810618,8911798002,9924147070,50.87929686
2016-09-25,9969468632,9998236393,9907623138,9947251707,8922101024,9925053135,50.36921039
2016-09-26,9948404238,10079663680,9908006529,10043651080,8933260726,9929704034,55.24246746
2016-09-27,10043006957,10058460664,9928759100,10004550137,8943920322,9932639176,52.97051099
2016-09-28,10002293789,10027891152,9950446240,9991248880,8954341502,9934937595,52.1842682
2016-09-29,9991634704,10039930939,9955575018,9993528525,8964681671,9937235279,52.31490467
2016-09-30,9990805742,10077220589,9949137235,10056006279,8975540623,9941892965,55.87317639
2016-10-01,10051696433,10178059707,10011801064,10107031455,8986799238,9948368984,58.59084569
2016-10-02,10121162108,10150013425,9994626612,10072852898,8997605742,9953250707,56.0985505
2016-10-03,10070813904,10140115986,10062604100,10116644482,9008740456,9959658306,58.53243442
2016-10-04,10115458881,10125869253,10031025486,10055398330,9019154962,9963412816,54.02155786
2016-10-05,10050471248,10129760250,10019500760,10080370699,9029714323,9967999400,55.5265385
2016-10-06,10079536814,10110342414,10049458960,10074198336,9040107198,9972164064,55.04693074
2016-10-07,10076058591,10189001043,10023496065,10161020025,9051260560,9979570180,60.24814153
2016-10-08,10158894926,10183575635,10135656637,10161619627,9062308909,9986709374,60.28231965
2016-10-09,10251209633,10283716997,10185619667,10224214148,9073870155,9996023287,63.78306626
2016-10-10,10222934012,10271028510,10175762468,10232772823,9085401525,10005307582,64.24709307
2016-10-11,10235922303,10620862203,10183633733,10572252910,9100196066,10027540732,76.89332773
2016-10-12,10573057410,10606216243,10468989502,10505383774,9114178033,10046279675,71.52655421
2016-10-13,10503367738,10602580059,10474402648,10507023989,9128037197,10064348080,71.57895339
2016-10-14,10507000675,10629678563,10430346972,10519226084,9141879872,10082186433,71.99189293
